,State,Account Length,Area Code,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Eve Mins,Eve Calls,Night Mins,Night Calls,Intl Mins,Intl Calls,CustServ Calls
2019,ME,41,415,no,yes,30,191.7,109,193.0,86,149.4,93,11.1,4,1
2020,SD,108,415,no,no,0,240.2,78,230.3,109,217.0,83,5.2,1,2
2021,NY,104,415,no,yes,26,189.1,112,178.2,97,199.3,104,11.1,4,1
2022,DE,115,408,no,no,0,127.7,67,182.9,90,172.9,92,10.6,7,1
2023,OK,87,415,no,no,0,205.2,106,99.5,122,189.5,75,13.4,3,1
2024,SC,159,415,no,yes,23,153.6,93,216.9,88,161.3,91,12.6,3,2
2025,IN,119,510,no,no,0,154.5,129,193.6,87,180.9,145,13.4,3,2
2026,NV,69,415,no,no,0,153.7,109,194.0,105,256.1,114,14.1,6,1
2027,IL,87,408,yes,yes,36,171.2,138,185.8,102,227.6,97,10.8,3,1
2028,SD,93,510,no,no,0,328.1,106,151.7,89,303.5,114,8.7,3,1
2029,OK,154,415,yes,no,0,145.9,69,208.2,141,180.9,106,14.4,10,0
2030,KS,57,415,no,yes,37,201.2,76,280.1,122,154.2,110,11.8,1,1
2031,IA,130,510,no,no,0,139.1,72,246.0,112,207.2,121,11.4,9,5
2032,NJ,151,415,no,no,0,118.9,128,278.3,65,194.8,61,13.2,10,2
2033,NJ,162,408,no,no,0,217.6,87,279.0,71,250.7,65,10.4,4,2
2034,MT,60,415,no,no,0,145.0,133,209.1,92,328.5,112,14.6,2,1
2035,IA,81,510,no,no,0,203.5,89,289.6,69,212.9,71,8.7,3,3
2036,WA,132,415,no,no,0,240.1,115,180.4,91,133.4,122,8.0,6,3
2037,NE,86,408,no,no,0,83.8,121,240.2,96,158.6,108,6.7,8,1
2038,TX,136,408,no,no,0,269.8,106,228.8,101,257.5,106,10.1,8,1
2039,MS,121,415,no,yes,21,126.3,84,209.6,102,192.5,129,10.6,2,1
2040,IA,105,510,no,yes,15,88.1,125,175.9,142,269.9,85,9.7,1,2
2041,WI,105,415,no,yes,34,218.5,61,196.7,74,151.1,103,9.9,4,2
2042,MT,51,415,no,yes,26,236.8,61,263.4,97,181.1,91,11.2,8,1
2043,GA,64,408,no,no,0,124.1,117,192.8,108,162.9,84,6.4,5,3
2044,MT,80,510,yes,yes,30,184.2,132,167.5,109,212.8,114,10.0,10,0
2045,ND,56,415,no,no,0,222.7,133,277.0,89,101.8,94,13.6,4,4
2046,VT,120,415,no,no,0,149.2,98,193.6,88,248.9,119,11.1,5,1
2047,SD,103,510,no,no,0,206.5,125,180.2,113,220.6,95,12.2,4,3
2048,OH,164,510,no,yes,27,159.7,102,168.8,113,244.1,127,9.6,9,3
2049,OH,116,415,no,yes,27,204.7,118,209.4,91,212.9,67,7.0,2,2
2050,MT,121,408,no,no,0,213.2,79,120.7,116,244.4,102,7.5,4,1
2051,IL,55,415,yes,no,0,269.6,121,171.7,91,219.0,98,8.2,6,1
2052,NV,183,415,no,no,0,116.7,92,213.8,112,214.3,112,9.7,6,2
2053,UT,104,408,no,no,0,263.4,101,235.5,117,102.0,146,13.0,4,0
2054,NH,90,408,no,no,0,140.2,97,213.9,102,120.0,126,7.1,2,1
2055,LA,82,415,no,no,0,197.7,101,127.6,83,142.1,103,13.5,3,1
2056,VT,101,415,no,no,0,136.2,92,220.9,110,196.9,116,13.3,7,3
2057,NY,9,415,no,yes,16,88.5,87,178.8,108,228.7,96,11.5,3,2
2058,CT,97,415,no,no,0,215.3,58,242.4,91,279.8,105,12.1,9,0
2059,KS,94,408,no,no,0,269.2,104,193.8,144,257.6,61,8.9,2,3
2060,MI,127,510,no,yes,25,203.8,118,267.1,48,225.1,105,7.3,5,0
2061,SD,125,510,no,yes,34,268.4,112,222.2,108,117.6,102,10.3,3,0
2062,ME,140,415,no,no,0,159.1,104,269.8,106,220.4,116,10.3,4,1
2063,MD,90,415,no,no,0,114.4,122,127.7,154,253.1,109,10.1,5,2
2064,VA,67,415,no,no,0,138.9,65,208.9,109,232.4,82,9.2,3,2
2065,NJ,113,415,no,no,0,186.0,55,237.4,105,148.1,83,12.2,6,1
2066,TN,121,510,no,yes,26,170.4,91,254.5,90,219.6,122,15.1,5,0
2067,DC,93,408,no,no,0,164.5,95,230.9,87,149.9,91,9.9,3,4
2068,DC,121,408,no,no,0,168.6,121,168.6,94,95.3,59,12.3,4,1
2069,OR,53,408,no,no,0,261.2,119,250.8,105,176.0,112,9.8,2,0
2070,RI,75,415,no,no,0,190.5,91,178.4,75,162.4,113,13.1,5,1
2071,AK,132,510,no,no,0,181.1,121,314.4,109,246.7,81,4.2,9,2
2072,WI,162,408,no,no,0,177.1,131,114.7,122,153.6,88,6.5,6,3
2073,IN,140,415,no,no,0,160.5,114,240.5,103,233.5,121,11.3,4,1
2074,MI,91,408,no,no,0,134.7,116,295.3,98,195.5,121,6.6,5,2
2075,ID,73,510,no,yes,28,198.2,107,139.1,123,199.1,139,8.8,1,2
2076,NH,95,408,yes,no,0,228.9,134,255.7,71,208.0,120,10.1,2,4
2077,MN,145,408,no,no,0,241.7,137,135.8,100,277.6,123,13.1,3,0
2078,AZ,100,415,no,no,0,131.1,108,176.2,81,89.7,81,4.3,4,1
2079,MN,122,415,no,no,0,234.1,101,200.2,121,237.4,89,13.1,9,2
2080,MO,109,415,no,no,0,200.1,72,300.9,120,236.0,68,11.9,5,0
2081,AL,82,408,no,no,0,154.0,107,94.4,114,287.6,95,10.1,7,1
2082,PA,65,415,no,yes,23,224.2,106,189.6,100,222.8,75,9.8,4,0
2083,AK,52,510,no,no,0,148.3,83,181.6,79,155.6,104,8.3,6,3
2084,MS,136,415,no,yes,24,174.6,76,176.6,114,214.4,91,8.8,5,2
2085,IA,75,415,no,no,0,138.5,110,153.2,86,215.6,103,11.1,7,1
2086,WY,146,408,no,no,0,109.0,69,265.8,98,228.3,80,12.6,2,1
2087,NE,105,408,no,no,0,162.3,99,212.5,95,214.7,114,11.1,8,4
2088,ND,48,415,no,no,0,210.8,84,189.6,98,157.6,99,16.4,3,2
2089,CT,45,415,no,no,0,142.4,107,318.7,78,224.1,108,11.1,7,1
2090,NC,106,415,no,yes,37,223.5,104,235.1,99,140.1,90,10.6,5,2
2091,CT,33,510,no,no,0,182.5,65,232.1,96,149.2,82,7.5,2,2
2092,ND,68,408,no,no,0,219.6,97,141.1,144,205.7,101,10.8,4,2
2093,WA,106,408,no,no,0,193.6,66,238.2,82,176.4,107,12.9,3,0
2094,NV,141,415,no,no,0,192.4,111,156.9,87,175.8,82,11.0,6,0
2095,CO,98,408,no,no,0,236.2,122,189.4,110,153.6,104,13.3,4,0
2096,KS,94,510,no,yes,28,233.2,88,113.3,102,118.0,71,16.1,4,0
2097,CO,65,510,no,no,0,158.8,53,188.5,132,189.3,87,9.8,4,2
2098,MO,85,415,no,no,0,126.1,112,274.7,126,184.4,95,9.8,4,1
2099,MA,71,510,no,no,0,290.4,108,253.9,92,263.3,126,10.1,5,3
2100,NY,112,408,no,yes,30,60.6,113,165.9,96,132.8,99,13.3,7,0
2101,AK,110,415,no,no,0,148.4,95,193.8,98,206.0,106,6.9,6,0
2102,WI,111,415,no,no,0,246.5,108,216.3,89,179.6,99,12.7,3,2
2103,NH,74,408,no,no,0,298.1,112,201.3,100,214.7,88,9.7,4,2
2104,TN,105,510,no,no,0,119.3,82,185.1,111,157.0,74,10.9,4,2
2105,NY,40,408,no,no,0,242.5,82,232.9,97,154.0,86,9.6,7,0
2106,GA,128,408,yes,yes,18,222.1,89,160.6,109,218.8,102,13.6,2,0
2107,MN,123,408,no,no,0,236.2,135,273.9,88,227.0,77,10.1,6,2
2108,MI,122,510,no,no,0,144.2,87,212.2,74,169.3,87,9.5,4,0
2109,ID,114,408,no,yes,19,154.6,100,241.6,109,160.0,112,12.6,1,3
2110,CT,102,415,no,yes,25,137.4,100,176.7,83,188.2,93,10.2,6,2
2111,NC,126,415,no,no,0,103.7,93,127.0,107,329.3,66,14.4,1,0
2112,LA,150,415,no,no,0,136.6,112,209.4,81,161.1,78,12.2,2,4
2113,NJ,60,408,no,no,0,289.8,101,255.6,115,242.8,76,11.7,4,2
2114,TX,123,408,no,no,0,260.9,85,168.5,103,178.3,91,13.3,5,3
2115,CA,138,510,yes,no,0,196.2,129,176.5,86,232.4,108,15.2,1,0
2116,MD,29,510,no,no,0,195.6,71,126.4,74,148.6,87,14.2,4,1
2117,WY,111,415,no,no,0,222.2,96,162.5,111,184.9,120,11.9,7,4
2118,TX,37,510,yes,no,0,172.9,119,183.0,86,226.4,100,9.8,1,0
2119,CA,111,408,no,no,0,249.8,109,242.4,106,231.8,78,11.6,4,0
2120,UT,81,510,no,no,0,154.5,84,216.2,91,229.8,82,13.7,3,1
2121,WA,46,510,no,no,0,90.4,108,276.2,77,146.5,111,12.7,2,1
2122,MS,69,510,no,yes,27,268.8,78,246.6,89,271.9,102,16.4,3,0
2123,OH,125,408,no,no,0,106.1,95,157.6,113,192.5,69,8.1,3,1
2124,KS,43,415,no,no,0,27.0,117,160.9,97,279.5,96,10.7,3,3
2125,RI,127,415,no,yes,27,140.1,59,223.4,111,257.9,73,3.8,10,1
2126,IN,94,510,no,no,0,245.0,112,180.4,91,262.9,105,9.7,6,1
2127,VT,46,408,no,no,0,196.7,85,205.9,74,216.6,112,11.2,5,3
2128,MT,73,408,no,yes,26,131.2,98,106.5,97,221.7,96,10.2,6,2
2129,CT,146,408,no,yes,23,149.6,96,239.8,124,293.5,135,7.4,4,2
2130,NM,93,415,no,no,0,239.8,70,251.8,99,168.6,112,10.9,10,1
2131,OH,52,408,no,yes,31,142.1,77,193.0,97,253.4,88,11.0,4,1
2132,GA,202,510,no,no,0,115.4,137,178.7,70,185.7,113,6.0,3,3
2133,MN,129,510,no,yes,31,193.0,99,224.8,87,197.6,91,10.3,8,2
2134,CT,94,415,no,no,0,206.1,49,224.6,115,256.7,74,13.0,1,1
2135,AL,100,415,no,no,0,160.3,138,221.3,92,150.4,120,11.2,2,0
2136,WV,43,415,no,no,0,199.9,108,288.4,80,180.6,103,11.3,7,1
2137,NH,130,415,no,no,0,213.1,105,206.2,108,163.4,93,8.9,3,0
2138,WY,124,415,no,no,0,178.3,102,235.0,120,239.7,119,10.9,1,3
2139,VA,92,510,yes,no,0,252.3,120,207.0,112,284.6,95,12.0,5,3
2140,VT,48,415,no,no,0,197.7,64,136.7,126,244.4,81,13.2,5,4
2141,OH,98,510,no,yes,29,111.1,105,217.9,101,248.1,108,6.6,3,2
2142,MT,100,415,no,no,0,96.5,86,210.2,133,146.4,106,12.5,3,1
2143,MA,79,415,no,no,0,156.9,109,122.2,87,189.1,103,11.3,5,3
2144,VA,164,415,no,no,0,123.3,78,170.0,85,165.9,78,12.7,2,1
2145,NM,105,415,no,no,0,193.7,108,183.2,124,293.7,72,10.8,5,1
2146,AR,89,408,yes,no,0,206.9,134,167.7,105,155.7,86,10.9,4,0
2147,NE,126,415,no,no,0,249.8,96,261.9,92,166.8,108,12.7,4,3
2148,WY,96,408,no,no,0,144.0,102,224.7,73,227.7,91,10.0,7,1
2149,IA,120,415,no,yes,33,299.5,83,163.4,84,146.7,88,11.6,5,0
2150,SC,212,415,no,no,0,226.0,127,304.6,83,181.2,132,12.6,4,2
2151,NC,72,415,no,no,0,137.6,106,143.5,94,273.7,110,9.6,6,2
2152,HI,155,415,yes,yes,26,211.7,121,139.2,123,146.7,89,11.1,3,1
2153,UT,89,415,no,no,0,89.7,80,179.8,81,145.7,120,9.5,4,2
2154,WY,126,408,yes,no,0,197.6,126,246.5,112,285.3,104,12.5,8,2
2155,AL,172,408,no,no,0,270.0,102,256.6,111,168.5,104,12.0,5,2
2156,VA,75,415,no,no,0,224.7,116,192.0,79,212.2,98,11.3,11,3
2157,WI,143,510,no,no,0,194.3,99,123.6,133,229.5,99,10.2,2,2
2158,FL,166,510,yes,no,0,47.7,89,264.4,95,235.2,97,13.2,3,0
2159,KS,132,415,no,no,0,190.1,105,182.2,116,279.8,105,13.0,2,1
2160,NV,94,408,yes,no,0,89.5,94,339.9,106,172.9,76,7.9,1,1
2161,NY,99,415,no,no,0,182.6,83,154.5,111,196.0,57,12.1,5,0
2162,VA,136,415,no,yes,35,205.5,86,298.5,119,214.2,104,6.9,4,1
2163,KS,119,415,no,no,0,231.5,82,266.9,97,211.0,118,7.4,10,1
2164,NC,115,510,yes,no,0,251.3,69,252.5,96,118.3,112,9.9,1,3
2165,MO,160,415,no,no,0,171.2,103,243.5,121,178.2,92,13.0,3,2
2166,ND,166,510,no,no,0,197.9,89,251.0,113,138.3,85,11.2,2,2
2167,CA,120,510,no,no,0,134.8,94,204.1,106,238.4,109,6.7,8,1
2168,WV,173,415,no,no,0,191.4,114,168.5,138,109.3,99,10.3,3,1
2169,IL,156,415,no,no,0,174.5,65,197.4,116,238.5,86,10.6,2,0
2170,NY,70,415,no,no,0,177.4,125,226.2,104,254.1,72,10.9,4,0
2171,NV,41,510,no,no,0,182.1,89,211.5,104,207.4,124,6.8,1,1
2172,AL,132,408,no,no,0,222.4,85,165.4,76,208.4,97,11.2,4,0
2173,KS,47,510,yes,no,0,47.8,120,178.9,123,152.6,96,13.3,7,0
2174,ND,160,510,no,no,0,121.8,97,89.3,97,150.7,92,10.3,5,1
2175,OK,180,415,no,no,0,143.5,121,189.3,111,174.9,82,8.8,5,3
2176,UT,93,415,no,no,0,164.9,68,210.4,86,229.4,104,7.8,4,2
2177,OH,109,415,no,no,0,193.6,58,148.7,115,282.5,105,13.1,1,2
2178,WY,80,510,no,no,0,101.1,121,263.2,110,137.7,74,7.3,5,0
2179,NM,54,415,no,yes,24,92.3,88,193.1,98,99.3,119,11.6,3,2
2180,AL,121,415,no,no,0,168.9,128,123.9,99,266.3,105,2.9,7,2
2181,DC,157,510,no,yes,29,219.2,102,206.0,109,192.4,117,15.0,5,1
2182,ID,170,510,no,yes,37,178.1,130,242.8,103,243.0,93,13.0,4,0
2183,AR,138,510,no,no,0,146.5,101,284.5,142,176.0,98,14.0,6,3
2184,ID,92,415,no,yes,31,172.3,116,266.2,91,228.2,90,11.8,5,1
2185,TX,126,415,no,no,0,190.9,143,149.7,72,191.4,87,13.0,3,1
2186,NM,41,415,no,no,0,232.1,74,327.1,88,226.5,119,10.9,2,3
2187,WA,167,415,no,no,0,169.2,124,173.3,108,216.5,64,12.4,4,4
2188,UT,91,510,no,no,0,123.8,107,319.0,125,237.6,78,7.3,4,2
2189,RI,127,510,no,no,0,96.0,117,177.0,68,162.2,127,9.7,4,3
2190,NC,88,408,no,yes,27,93.4,106,252.0,92,189.0,104,10.9,1,1
2191,RI,113,415,no,no,0,90.6,130,170.6,100,137.4,74,5.4,9,1
2192,NY,78,510,no,no,0,152.9,81,256.6,82,173.6,112,5.3,6,2
2193,TX,123,408,no,no,0,257.9,92,211.6,71,189.3,104,9.4,2,2
2194,DE,136,408,yes,yes,29,85.2,98,230.4,85,243.6,104,9.0,3,2
2195,MS,68,415,no,yes,34,160.0,72,184.5,119,208.3,101,6.1,10,1
2196,OH,132,415,no,yes,10,182.9,54,292.4,68,142.3,116,11.5,4,0
2197,LA,133,415,no,no,0,216.2,67,222.2,133,192.0,95,3.1,1,2
2198,FL,127,415,no,no,0,261.7,105,181.8,107,100.9,131,3.3,5,0
2199,WA,110,415,no,no,0,241.2,105,174.3,85,245.3,59,8.5,4,2
2200,WV,121,510,no,no,0,177.2,142,123.5,88,213.2,51,8.4,6,1
2201,NY,116,510,no,no,0,89.5,128,180.8,137,193.1,94,14.0,3,2
2202,NE,112,415,yes,yes,16,200.3,72,197.8,91,151.1,92,10.4,3,1
2203,PA,97,510,yes,no,0,145.0,103,294.3,93,239.8,120,11.0,2,4
2204,MS,43,510,no,no,0,159.5,99,119.7,149,173.9,126,6.8,3,2
2205,IN,110,415,no,no,0,151.8,106,138.0,126,233.5,112,11.2,8,3
2206,VA,67,408,no,no,0,176.2,120,236.0,138,152.5,104,10.6,4,1
2207,MN,166,408,no,no,0,152.1,95,121.0,105,198.0,126,9.8,5,0
2208,DE,129,408,no,no,0,161.3,122,220.6,95,224.7,104,9.6,3,1
2209,OR,103,510,yes,no,0,171.7,78,144.5,86,157.9,106,6.8,3,3
2210,UT,71,415,no,no,0,278.9,110,190.2,67,255.2,84,11.7,7,0
2211,CT,112,415,no,yes,27,213.0,121,226.2,101,189.8,99,11.1,3,4
2212,AL,8,415,no,yes,36,242.9,67,170.9,59,177.3,130,4.8,12,1
2213,TX,98,415,no,no,0,217.2,121,303.4,73,197.1,71,12.4,2,0
2214,CT,90,415,no,no,0,175.9,111,285.2,115,150.8,122,13.0,7,1
2215,MS,13,415,no,no,0,303.2,133,170.5,86,227.6,80,11.5,3,0
2216,AR,58,415,no,no,0,238.9,107,187.2,88,181.1,84,11.8,3,2
2217,CA,137,415,no,yes,22,189.6,42,179.0,137,179.6,126,11.4,5,2
2218,MI,116,408,no,no,0,133.3,94,247.8,126,219.0,78,11.3,5,5
2219,WV,94,415,no,yes,28,92.7,107,127.8,86,225.6,86,9.9,4,3
2220,DE,87,415,no,no,0,177.2,72,248.9,105,200.8,87,8.6,7,3
2221,FL,120,415,no,no,0,184.5,103,209.0,86,169.7,70,10.2,6,2
2222,AK,97,415,no,yes,24,176.1,109,159.4,81,269.1,94,12.1,9,0
2223,ID,134,415,no,no,0,204.7,108,143.1,105,165.8,84,11.0,4,6
2224,OH,68,510,no,no,0,143.6,80,134.3,65,215.6,84,15.5,5,2
2225,NH,93,408,no,no,0,179.3,93,188.8,65,253.2,88,12.1,5,1
2226,MA,120,415,no,no,0,137.3,100,212.2,129,152.7,92,10.5,2,1
2227,SC,41,408,no,no,0,237.8,92,223.5,155,217.4,90,10.2,6,2
2228,OR,80,510,no,no,0,203.7,92,216.4,97,154.2,66,7.6,5,2
2229,OH,83,415,no,yes,25,191.3,95,250.7,136,249.4,86,17.6,5,2
2230,NC,109,510,yes,no,0,209.1,141,205.0,93,119.4,111,7.8,3,2
2231,KY,66,510,no,yes,33,88.8,104,109.6,94,172.7,107,7.1,9,3
2232,ID,104,510,no,no,0,97.2,88,155.6,85,261.6,105,12.4,5,0
2233,WA,89,510,no,no,0,137.9,96,192.6,63,255.7,125,11.0,5,1
2234,WV,127,510,no,no,0,224.3,112,185.7,103,159.4,83,10.0,1,2
2235,RI,117,408,no,yes,13,207.6,65,152.7,77,232.8,95,9.7,3,1
2236,KS,128,510,no,no,0,268.1,95,120.5,126,220.8,121,14.4,6,2
2237,NV,88,415,no,no,0,166.7,61,179.3,88,242.7,131,6.8,7,4
2238,NE,61,408,no,no,0,267.1,104,180.4,131,230.6,106,17.3,4,1
2239,FL,22,415,no,no,0,181.8,108,198.6,148,206.6,96,9.3,3,2
2240,WY,78,415,no,no,0,147.1,80,199.7,100,160.7,106,13.7,7,0
2241,WA,56,415,no,yes,29,37.7,115,144.1,111,226.6,101,4.9,3,1
2242,CO,192,415,no,no,0,185.0,88,224.9,98,212.4,105,11.4,3,2
2243,WI,70,415,no,no,0,156.4,108,171.0,116,196.1,96,8.6,4,2
2244,KS,148,510,no,no,0,239.3,84,195.7,85,232.6,104,10.9,3,1
2245,RI,65,415,no,yes,29,215.5,129,161.9,77,128.3,91,8.8,5,2
2246,MT,119,510,no,no,0,134.9,70,211.5,74,188.5,105,11.3,6,1
2247,CO,80,415,no,no,0,194.8,116,209.9,93,194.1,100,12.8,3,0
2248,CT,152,408,no,yes,20,239.1,105,209.1,111,268.2,130,13.3,3,5
2249,FL,113,510,no,no,0,92.6,85,177.6,92,159.8,72,14.4,4,3
2250,VT,75,510,no,no,0,209.4,133,211.5,121,291.2,123,7.2,4,1
2251,OH,80,415,no,no,0,197.6,83,164.5,86,94.0,98,6.4,6,1
2252,NH,148,408,no,no,0,17.6,121,161.7,125,203.1,82,10.6,6,1
2253,RI,63,415,yes,no,0,62.9,112,202.9,111,259.0,58,8.9,8,1
2254,FL,97,415,no,yes,28,202.3,97,69.2,84,257.6,64,6.7,3,1
2255,MD,166,415,no,no,0,136.1,116,181.4,93,131.4,108,11.3,4,0
2256,WY,94,408,no,no,0,207.0,109,167.4,80,238.2,117,2.6,6,1
2257,FL,85,408,no,yes,33,207.9,95,233.5,88,221.3,92,13.5,3,1
2258,TN,80,415,yes,no,0,276.5,122,195.6,79,210.3,78,7.2,3,1
2259,NC,210,415,no,yes,31,313.8,87,147.7,103,192.7,97,10.1,7,3
2260,IN,88,415,yes,yes,25,288.5,114,203.4,74,228.4,117,13.0,5,1
2261,IA,100,408,no,no,0,210.9,85,329.3,69,127.1,78,9.4,5,4
2262,WV,154,408,no,yes,35,64.9,76,184.1,91,151.6,75,14.6,1,1
2263,UT,32,510,no,yes,26,243.5,137,236.8,108,173.3,149,9.0,9,1
2264,GA,18,408,no,no,0,197.0,97,203.7,107,202.0,105,8.7,3,3
2265,AK,126,415,no,yes,31,278.0,88,253.2,65,223.2,114,8.7,4,0
2266,UT,144,510,no,yes,37,219.9,102,222.1,77,118.5,111,10.0,4,1
2267,MS,29,510,no,no,0,313.2,103,216.3,151,218.4,106,12.8,4,2
2268,AR,86,408,no,yes,16,145.7,88,191.0,129,215.5,82,11.3,7,0
2269,AK,138,415,no,yes,37,75.8,102,173.6,147,162.6,96,8.2,13,0
2270,AK,146,415,no,no,0,195.9,86,228.6,82,303.5,94,12.2,4,3
2271,ME,175,415,no,no,0,132.0,95,231.2,74,313.4,108,8.7,10,1
2272,WV,74,510,no,no,0,124.0,102,262.1,101,268.2,98,11.7,2,2
2273,CT,48,415,no,no,0,171.9,98,159.0,127,139.5,101,7.6,3,2
2274,GA,74,510,no,yes,31,249.4,70,209.5,59,180.6,75,9.9,2,4
2275,NV,105,415,yes,no,0,228.4,100,145.1,108,245.3,140,7.7,7,0
2276,VT,157,510,no,no,0,168.6,71,205.1,48,175.8,88,5.9,2,3
2277,DC,217,415,no,no,0,123.7,138,248.5,105,269.6,78,13.3,4,0
2278,TN,68,415,no,no,0,178.7,61,252.3,84,255.7,76,8.4,4,1
2279,OR,80,415,no,no,0,113.2,86,185.5,97,237.3,145,9.5,5,1
2280,MS,38,415,no,yes,25,142.4,106,313.7,109,126.6,117,13.4,6,2
2281,NC,107,415,no,yes,38,204.2,57,205.9,92,286.5,80,8.3,4,0
2282,CO,140,415,no,no,0,149.7,71,212.5,97,245.9,67,12.6,4,3
2283,AR,98,415,no,no,0,227.1,116,120.5,103,117.0,102,4.7,4,5
2284,PA,114,415,no,no,0,155.3,75,169.9,87,207.0,133,12.6,5,2
2285,MN,46,408,no,no,0,156.4,105,185.5,98,226.7,96,11.8,3,1
2286,NM,118,415,no,yes,42,148.7,105,167.3,105,270.6,105,10.4,7,0
2287,UT,37,510,no,no,0,271.7,112,155.1,96,199.5,97,6.6,4,3
2288,NE,34,415,no,no,0,193.7,74,126.9,84,221.2,166,8.8,4,0
2289,MS,98,415,yes,yes,23,245.5,54,292.7,83,184.0,90,10.8,7,1
2290,NV,113,510,no,no,0,245.3,108,259.9,140,204.3,115,10.7,2,3
2291,OR,69,408,no,no,0,196.1,87,236.8,66,182.3,75,11.9,1,0
2292,VA,121,415,no,no,0,134.1,112,195.1,104,159.6,139,10.5,2,2
2293,NJ,59,510,yes,yes,31,225.0,78,191.3,79,226.7,79,9.1,3,1
2294,WV,59,510,no,no,0,189.7,100,115.9,133,220.6,115,7.4,4,0
2295,OR,190,415,no,no,0,142.9,96,177.9,96,113.3,117,6.6,4,0
2296,KY,109,415,no,no,0,175.6,80,238.0,94,198.4,103,10.2,6,1
2297,MO,136,415,no,no,0,92.4,109,219.0,115,212.6,80,12.9,4,2
2298,TX,86,510,no,no,0,92.8,92,159.6,87,148.7,115,8.8,5,1
2299,MN,100,415,no,yes,27,221.7,100,236.1,70,192.7,91,8.0,4,0
2300,FL,106,510,no,no,0,159.6,94,276.8,118,223.5,65,8.8,3,0
2301,PA,104,415,no,no,0,144.5,107,180.5,85,226.0,94,17.0,6,2
2302,WV,129,415,no,no,0,159.1,100,202.5,90,233.1,96,11.5,6,2
2303,IN,205,510,no,no,0,49.9,123,150.7,81,188.2,67,10.1,4,2
2304,OK,93,415,no,yes,32,116.9,120,232.4,97,127.7,112,11.0,9,0
2305,NE,123,415,no,no,0,150.0,98,89.8,95,326.0,91,11.1,3,3
2306,DE,99,415,no,no,0,254.4,120,159.3,92,264.4,94,6.0,5,1
2307,MI,61,415,no,yes,33,270.7,53,200.7,116,201.7,102,10.9,3,3
2308,IL,71,415,no,no,0,207.0,112,173.8,96,178.4,61,12.1,3,1
2309,UT,4,510,yes,no,0,145.3,89,303.8,93,206.1,82,8.9,4,0
2310,IL,148,408,no,yes,25,230.7,102,233.8,109,215.8,90,13.5,2,3
2311,WA,141,415,no,no,0,151.5,104,242.2,114,304.2,109,10.8,2,1
2312,NM,56,408,no,no,0,146.1,57,196.2,97,310.1,110,9.2,3,0
2313,MD,160,415,no,no,0,256.0,111,187.4,61,119.1,81,11.5,4,3
2314,VA,43,408,no,yes,35,200.2,105,244.4,88,207.2,97,11.6,4,3
2315,MT,42,415,no,no,0,150.7,52,246.7,96,103.8,118,7.0,4,2
2316,CT,135,415,yes,no,0,186.0,107,66.0,94,213.1,105,12.9,4,1
2317,AL,106,415,no,no,0,212.9,110,187.0,69,128.1,71,6.3,3,3
2318,WV,106,510,no,no,0,194.8,133,213.4,73,190.8,92,11.5,7,0
2319,MO,83,415,no,yes,30,272.5,105,253.0,83,180.8,123,8.7,6,3
2320,ND,110,415,no,no,0,135.1,109,205.2,99,166.3,119,11.7,4,1
2321,AR,153,408,no,no,0,154.6,56,263.0,84,367.7,89,15.5,2,1
2322,GA,109,510,no,yes,35,230.5,116,265.8,130,269.7,69,10.6,6,5
2323,FL,31,510,no,no,0,165.4,84,203.7,107,201.7,65,8.2,1,1
2324,LA,124,510,no,no,0,143.3,120,230.7,111,214.3,91,7.8,2,4
2325,UT,110,415,no,no,0,271.1,108,237.0,122,239.9,122,9.8,5,2
2326,AZ,124,415,no,no,0,253.5,104,117.9,123,248.5,104,14.0,2,0
2327,NY,82,415,no,no,0,167.1,77,131.8,79,187.4,98,9.4,1,6
2328,KY,122,415,no,no,0,168.3,96,87.6,91,247.2,87,8.4,6,1
2329,AL,137,415,no,no,0,104.7,115,249.8,144,192.3,99,8.9,2,1
2330,IN,69,510,no,no,0,135.4,101,238.1,124,195.6,102,10.6,2,1
2331,IN,46,415,no,yes,34,191.4,102,361.8,96,147.5,132,7.2,2,1
2332,FL,103,415,no,no,0,158.7,90,198.4,117,181.1,76,10.5,4,1
2333,NM,16,510,no,no,0,144.8,84,164.9,141,231.5,75,8.2,4,2
2334,AL,119,415,no,no,0,98.8,97,146.9,68,190.7,105,10.0,4,3
2335,MN,124,510,yes,no,0,157.8,71,203.2,114,168.7,82,10.0,2,3
2336,NY,122,415,no,yes,37,163.0,107,312.8,118,200.0,85,11.6,5,1
2337,MD,139,415,no,no,0,181.6,119,335.7,118,149.8,64,8.3,6,4
2338,KS,67,510,no,no,0,129.0,78,188.0,116,235.0,102,11.2,3,2
2339,WV,84,408,no,no,0,86.0,83,260.7,86,98.6,109,8.9,4,1
2340,ID,101,510,no,yes,17,193.9,71,189.8,81,196.3,97,12.6,7,0
2341,LA,40,510,no,no,0,109.4,107,244.7,102,276.9,123,7.1,7,0
2342,MI,61,415,no,no,0,188.9,105,153.6,116,213.3,106,10.2,2,2
2343,TN,120,408,yes,no,0,179.9,72,170.0,98,190.6,89,13.8,2,1
2344,CA,95,415,no,no,0,183.4,98,281.3,95,105.2,113,8.2,8,1
2345,FL,98,408,no,no,0,288.1,101,137.9,93,206.5,88,0.0,0,0
2346,LA,114,415,no,no,0,169.2,96,149.9,83,196.9,119,4.6,4,2
